Order,Date,Week,Start time,Runtime,Runtime min,Plot ID,Fertilized,Block,Fish code,Fish spp,Acropora base grazing,Porites base grazing,Cinderblock grazing
262,3/29/23,2,1107,1:19:22,79.36666667,10N,Y,10,CTST,Ctenochaetus striatus,7,7,180
263,3/29/23,2,1107,1:19:22,79.36666667,10N,Y,10,ACTR,Acanthurus triostegus,0,0,10
264,3/29/23,2,1107,1:19:22,79.36666667,10N,Y,10,ACBL,Acanthurus blochii,0,0,78
265,3/29/23,2,1107,1:19:22,79.36666667,10N,Y,10,CHCI,Chaetodon citrinellus,0,0,23
266,3/29/23,2,1107,1:19:22,79.36666667,10N,Y,10,TOTAL,TOTAL,33,12,617
267,4/12/23,4,1109,1:25:30,85.5,11C,N,11,ZESC,Zebrasoma scopas,30,0,352
268,4/12/23,4,1109,1:25:30,85.5,11C,N,11,CTST,Ctenochaetus striatus,3,1,72
269,4/12/23,4,1109,1:25:30,85.5,11C,N,11,SCPS,Scarus psittacus,2,3,51
270,4/12/23,4,1109,1:25:30,85.5,11C,N,11,ACNI,Acanthurus nigrofuscus,0,0,22
271,4/12/23,4,1109,1:25:30,85.5,11C,N,11,CHSP,Chlorurus spilurus,0,0,21
272,4/12/23,4,1109,1:25:30,85.5,11C,N,11,TOTAL,TOTAL,35,4,518
273,3/15/23,0,1109,1:22:01,82.01666667,11C,N,11,CTST,Ctenochaetus striatus,0,2,132
274,3/15/23,0,1109,1:22:01,82.01666667,11C,N,11,ZESC,Zebrasoma scopas,0,0,9
275,3/15/23,0,1109,1:22:01,82.01666667,11C,N,11,TOTAL,TOTAL,0,0,141
276,3/29/23,2,1108,1:26:05,86.08333333,11C,N,11,ZESC,Zebrasoma scopas,8,14,171
277,3/29/23,2,1108,1:26:05,86.08333333,11C,N,11,CTST,Ctenochaetus striatus,9,6,348
278,3/29/23,2,1108,1:26:05,86.08333333,11C,N,11,CHSP,Chlorurus spilurus,2,0,5
279,3/29/23,2,1108,1:26:05,86.08333333,11C,N,11,ACNI,Acanthurus nigrofuscus,0,0,3
280,3/29/23,2,1108,1:26:05,86.08333333,11C,N,11,TOTAL,TOTAL,19,20,527
281,4/12/23,4,1110,1:26:08,86.13333333,11N,Y,11,CHOR,Chaetodon ornatissimus,0,0,0
282,4/12/23,4,1110,1:26:08,86.13333333,11N,Y,11,SCPS,Scarus psittacus,5,9,176
283,4/12/23,4,1110,1:26:08,86.13333333,11N,Y,11,CTST,Ctenochaetus striatus,0,2,68
284,4/12/23,4,1110,1:26:08,86.13333333,11N,Y,11,ACTR,Acanthurus triostegus,0,0,94
285,4/12/23,4,1110,1:26:08,86.13333333,11N,Y,11,CHCI,Chaetodon citrinellus,0,0,15
286,4/12/23,4,1110,1:26:08,86.13333333,11N,Y,11,ZESC,Zebrasoma scopas,0,0,9
287,4/12/23,4,1110,1:26:08,86.13333333,11N,Y,11,TOTAL,TOTAL,5,11,362
288,3/15/23,0,1110,1:27:32,87.53333333,11N,Y,11,CHLU,Chaetodon lunulatus,0,0,0
289,3/15/23,0,1110,1:27:32,87.53333333,11N,Y,11,CTST,Ctenochaetus striatus,0,4,116
290,3/15/23,0,1110,1:27:32,87.53333333,11N,Y,11,TOTAL,TOTAL,0,4,116
291,3/29/23,2,1109,1:23:56,83.93333333,11N,Y,11,SCPS,Scarus psittacus,6,15,109
292,3/29/23,2,1109,1:23:56,83.93333333,11N,Y,11,ZESC,Zebrasoma scopas,9,11,92
293,3/29/23,2,1109,1:23:56,83.93333333,11N,Y,11,CHSP,Chlorurus spilurus,1,2,12
294,3/29/23,2,1109,1:23:56,83.93333333,11N,Y,11,CTST,Ctenochaetus striatus,0,2,183
295,3/29/23,2,1109,1:23:56,83.93333333,11N,Y,11,CHCI,Chaetodon citrinellus,0,0,40
296,3/29/23,2,1109,1:23:56,83.93333333,11N,Y,11,ACTR,Acanthurus triostegus,0,0,17
297,3/29/23,2,1109,1:23:56,83.93333333,11N,Y,11,TOTAL,TOTAL,16,30,453
298,4/12/23,4,1112,1:22:52,82.86666667,12C,N,12,RHAC,Rhinecanthus aculeatus,0,0,1
299,4/12/23,4,1112,1:22:52,82.86666667,12C,N,12,CTST,Ctenochaetus striatus,0,0,28
300,4/12/23,4,1112,1:22:52,82.86666667,12C,N,12,ACTR,Acanthurus triostegus,0,0,69
301,4/12/23,4,1112,1:22:52,82.86666667,12C,N,12,SCPS,Scarus psittacus,0,0,1
302,4/12/23,4,1112,1:22:52,82.86666667,12C,N,12,TOTAL,TOTAL,0,0,99
303,3/15/23,0,1112,1:24:26,84.43333333,12C,N,12,CTST,Ctenochaetus striatus,0,0,6
304,3/15/23,0,1112,1:24:26,84.43333333,12C,N,12,TOTAL,TOTAL,0,0,6
305,3/29/23,2,1111,1:23:46,83.76666667,12C,N,12,CTST,Ctenochaetus striatus,0,5,95
306,3/29/23,2,1111,1:23:46,83.76666667,12C,N,12,ACTR,Acanthurus triostegus,0,0,17
307,3/29/23,2,1111,1:23:46,83.76666667,12C,N,12,TOTAL,TOTAL,0,5,112
308,4/12/23,4,1111,1:23:34,83.56666667,12N,Y,12,ACTR,Acanthurus triostegus,19,6,647
309,4/12/23,4,1111,1:23:34,83.56666667,12N,Y,12,CTST,Ctenochaetus striatus,3,0,93
310,4/12/23,4,1111,1:23:34,83.56666667,12N,Y,12,SCPS,Scarus psittacus,0,0,7
311,4/12/23,4,1111,1:23:34,83.56666667,12N,Y,12,TOTAL,TOTAL,22,6,747
312,3/15/23,0,1111,1:27:23,87.38333333,12N,Y,12,CTST,Ctenochaetus striatus,0,2,70
313,3/15/23,0,1111,1:27:23,87.38333333,12N,Y,12,TOTAL,TOTAL,0,2,70
314,3/29/23,2,1110,1:23:09,83.15,12N,Y,12,CHLU,Chaetodon lunulatus,0,0,0
315,3/29/23,2,1110,1:23:09,83.15,12N,Y,12,ACTR,Acanthurus triostegus,50,14,451
316,3/29/23,2,1110,1:23:09,83.15,12N,Y,12,CTST,Ctenochaetus striatus,8,9,199
317,3/29/23,2,1110,1:23:09,83.15,12N,Y,12,SCPS,Scarus psittacus,0,0,6
318,3/29/23,2,1110,1:23:09,83.15,12N,Y,12,TOTAL,TOTAL,58,23,656
